"Section","Title","Venue","Link"
"Cybersecurity Evaluation Benchmarks","SecLens: Role-Specific Evaluation of LLMs for Security Vulnerability Detection","arXiv","https://arxiv.org/abs/2604.01637"
"Cybersecurity Evaluation Benchmarks","CyberThreat-Eval: Can Large Language Models Automate Real-World Threat Research?","TMLR","https://arxiv.org/abs/2603.09452v1"
"Cybersecurity Evaluation Benchmarks","AthenaBench: A Dynamic Benchmark for Evaluating LLMs in Cyber Threat Intelligence","arxiv","https://arxiv.org/pdf/2511.01144"
"Cybersecurity Evaluation Benchmarks","PACEbench: A Framework for Evaluating Practical AI Cyber-Exploitation Capabilities","arxiv","https://arxiv.org/abs/2510.11688"
"Cybersecurity Evaluation Benchmarks","SecureAgentBench: Benchmarking Secure Code Generation under Realistic Vulnerability Scenarios","arxiv","https://arxiv.org/pdf/2509.22097"
"Cybersecurity Evaluation Benchmarks","CyberSOCEval: Benchmarking LLMs Capabilities for Malware Analysis and Threat Intelligence Reasoning","arxiv","https://arxiv.org/pdf/2509.20166"
"Cybersecurity Evaluation Benchmarks","AQUA-LLM: Evaluating Accuracy, Quantization, and Adversarial Robustness Trade-offs in LLMs for Cybersecurity Question Answering","arxiv","https://arxiv.org/pdf/2509.13514"
"Cybersecurity Evaluation Benchmarks","AICrypto: A Comprehensive Benchmark For Evaluating Cryptography Capabilities of Large Language Models","arxiv","https://arxiv.org/pdf/2507.09580"
"Cybersecurity Evaluation Benchmarks","ExCyTIn-Bench: Evaluating LLM agents on Cyber Threat Investigation","arxiv","https://arxiv.org/pdf/2507.14201"
"Cybersecurity Evaluation Benchmarks","DefenderBench: A Toolkit for Evaluating Language Agents in Cybersecurity Environments","arxiv","https://arxiv.org/pdf/2506.00739"
"Cybersecurity Evaluation Benchmarks","CyberGym: Evaluating AI Agents Cybersecurity Capabilities with Real-World Vulnerabilities at Scale","arxiv","https://arxiv.org/pdf/2506.02548"
"Cybersecurity Evaluation Benchmarks","DFIR-Metric: A Benchmark Dataset for Evaluating Large Language Models in Digital Forensics and Incident Response","arxiv","https://arxiv.org/pdf/2505.19973"
"Cybersecurity Evaluation Benchmarks","VADER: A Human-Evaluated Benchmark for Vulnerability Assessment, Detection, Explanation, and Remediation","arxiv","https://arxiv.org/pdf/2505.19395"
"Cybersecurity Evaluation Benchmarks","BinMetric: A Comprehensive Binary Analysis Benchmark for Large Language Models","arxiv","https://arxiv.org/pdf/2505.07360"
"Cybersecurity Evaluation Benchmarks","The Digital Cybersecurity Expert: How Far Have We Come?","arxiv","https://arxiv.org/pdf/2504.11783"
"Cybersecurity Evaluation Benchmarks","On Benchmarking Code LLMs for Android Malware Analysis","arxiv","https://arxiv.org/pdf/2504.00694"
"Cybersecurity Evaluation Benchmarks","CVE-Bench: A Benchmark for AI Agents Ability to Exploit Real-World Web Application Vulnerabilities","arxiv","https://arxiv.org/pdf/2503.17332"
"Cybersecurity Evaluation Benchmarks","Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for Code Repositories","arxiv","https://arxiv.org/pdf/2503.03586"
"Cybersecurity Evaluation Benchmarks","AttackSeqBench: Benchmarking Large Language Models Understanding of Sequential Patterns in Cyber Attacks","arxiv","https://arxiv.org/pdf/2503.03170"
"Cybersecurity Evaluation Benchmarks","CyberLLMInstruct: A New Dataset for Analysing Safety of Fine-Tuned LLMs Using Cyber Security Data","arxiv","https://arxiv.org/pdf/2503.09334"
"Cybersecurity Evaluation Benchmarks","Primus: A Pioneering Collection of Open-Source Datasets for Cybersecurity LLM Training","arXiv","https://arxiv.org/pdf/2502.11191"
"Cybersecurity Evaluation Benchmarks","ITBench: Evaluating AI Agents across Diverse Real-World IT Automation Tasks","arXiv","https://arxiv.org/pdf/2502.05352"
"Cybersecurity Evaluation Benchmarks","SecBench: A Comprehensive Multi-Dimensional Benchmarking Dataset for LLMs in Cybersecurity","arXiv","https://arxiv.org/pdf/2412.20787"
"Cybersecurity Evaluation Benchmarks","AI Cyber Risk Benchmark: Automated Exploitation Capabilities","arXiv","https://arxiv.org/pdf/2410.21939"
"Cybersecurity Evaluation Benchmarks","CS-Eval: A Comprehensive Large Language Model Benchmark for CyberSecurity","arXiv","https://arxiv.org/pdf/2411.16239"
"Cybersecurity Evaluation Benchmarks","AttackER: Towards Enhancing Cyber-Attack Attribution with a Named Entity Recognition Dataset","arXiv","https://arxiv.org/pdf/2408.05149"
"Cybersecurity Evaluation Benchmarks","CYBERSECEVAL 3: Advancing the Evaluation of Cybersecurity Risks and Capabilities in Large Language Models","arXiv","https://arxiv.org/pdf/2408.01605"
"Cybersecurity Evaluation Benchmarks","eyeballvul: a future-proof benchmark for vulnerability detection in the wild","arXiv","https://arxiv.org/pdf/2407.08708"
"Cybersecurity Evaluation Benchmarks","NYU CTF Dataset: A Scalable Open-Source Benchmark Dataset for Evaluating LLMs in Offensive Security","arXiv","https://arxiv.org/pdf/2406.05590"
"Cybersecurity Evaluation Benchmarks","SECURE: Benchmarking Generative Large Language Models for Cybersecurity Advisory","arXiv","https://arxiv.org/pdf/2405.20441"
"Cybersecurity Evaluation Benchmarks","Assessing Cybersecurity Vulnerabilities in Code Large Language Models","arXiv","https://arxiv.org/pdf/2404.18567"
"Cybersecurity Evaluation Benchmarks","Can LLMs Understand Computer Networks? Towards a Virtual System Administrator","arXiv","https://arxiv.org/pdf/2404.12689"
"Cybersecurity Evaluation Benchmarks","LLMSecEval: A Dataset of Natural Language Prompts for Security Evaluations","IEEE/ACM International Conference on Mining Software Repositories","https://arxiv.org/abs/2303.09384"
"Cybersecurity Evaluation Benchmarks","OpsEval: A Comprehensive IT Operations Benchmark Suite for Large Language Models","arXiv","https://arxiv.org/abs/2310.07637"
"Cybersecurity Evaluation Benchmarks","Can llms patch security issues?","arXiv","https://arxiv.org/abs/2312.00024"
"Cybersecurity Evaluation Benchmarks","CyberMetric: A Benchmark Dataset for Evaluating Large Language Models Knowledge in Cybersecurity","arXiv","https://arxiv.org/abs/2402.07688"
"Cybersecurity Evaluation Benchmarks","DebugBench: Evaluating Debugging Capability of Large Language Models","ACL Findings","https://arxiv.org/abs/2401.04621"
"Cybersecurity Evaluation Benchmarks","Securityeval dataset: mining vulnerability examples to evaluate machine learning-based code generation techniques.","Proceedings of the 1st International Workshop on Mining Software Repositories Applications for Privacy and Security","https://dl.acm.org/doi/10.1145/3549035.3561184"
"Cybersecurity Evaluation Benchmarks","SecQA: A Concise Question-Answering Dataset for Evaluating Large Language Models in Computer Security","arXiv","https://arxiv.org/abs/2312.15838v1"
"Cybersecurity Evaluation Benchmarks","Purple Llama CyberSecEval: A Secure Coding Benchmark for Language Models","arXiv","https://arxiv.org/abs/2312.04724"
"Cybersecurity Evaluation Benchmarks","An empirical study of netops capability of pre-trained large language models.","arXiv","https://arxiv.org/abs/2309.05557"
"Fine-tuned Domain LLMs for Cybersecurity","RedSage: A Cybersecurity Generalist LLM","arxiv","https://arxiv.org/pdf/2601.22159"
"Fine-tuned Domain LLMs for Cybersecurity","Llama-3.1-FoundationAI-SecurityLLM-Reasoning-8B Technical Report","arxiv","https://arxiv.org/pdf/2601.21051"
"Fine-tuned Domain LLMs for Cybersecurity","Large Language Models for Cyber Security","arxiv","https://arxiv.org/pdf/2511.04508"
"Fine-tuned Domain LLMs for Cybersecurity","Toward Cybersecurity-Expert Small Language Models","arxiv","https://arxiv.org/pdf/2510.14113"
"Fine-tuned Domain LLMs for Cybersecurity","Llama-3.1-FoundationAI-SecurityLLM-8B-Instruct Technical Report","arxiv","https://arxiv.org/pdf/2508.01059"
"Fine-tuned Domain LLMs for Cybersecurity","Cyber-Zero: Training Cybersecurity Agents without Runtime","arxiv","https://arxiv.org/pdf/2508.00910"
"Fine-tuned Domain LLMs for Cybersecurity","PhishIntentionLLM: Uncovering Phishing Website Intentions through Multi-Agent Retrieval-Augmented Generation","arxiv","https://arxiv.org/pdf/2507.15419"
"Fine-tuned Domain LLMs for Cybersecurity","Less Data, More Security: Advancing Cybersecurity LLMs Specialization via Resource-Efficient Domain-Adaptive Continuous Pre-training with Minimal Tokens","arxiv","https://arxiv.org/pdf/2507.02964"
"Fine-tuned Domain LLMs for Cybersecurity","Large Language Model-driven Security Assistant for Internet of Things via Chain-of-Thought","arxiv","https://arxiv.org/pdf/2505.06307"
"Fine-tuned Domain LLMs for Cybersecurity","Llama-3.1-FoundationAI-SecurityLLM-Base-8B Technical Report","arxiv","https://arxiv.org/pdf/2504.21039"
"Fine-tuned Domain LLMs for Cybersecurity","TrafficLLM: Enhancing Large Language Models for Network Traffic Analysis with Generic Traffic Representation","arxiv","https://arxiv.org/abs/2504.04222"
"Fine-tuned Domain LLMs for Cybersecurity","CyberBOT: Towards Reliable Cybersecurity Education via Ontology-Grounded Retrieval Augmented Generation","arxiv","https://arxiv.org/pdf/2504.00389"
"Fine-tuned Domain LLMs for Cybersecurity","Phishsense-1B: A Technical Perspective on an AI-Powered Phishing Detection Model","arxiv","https://arxiv.org/pdf/2503.10944"
"Fine-tuned Domain LLMs for Cybersecurity","ELTEX: A Framework for Domain-Driven Synthetic Data Generation","arXiv","https://arxiv.org/abs/2503.15055"
"Fine-tuned Domain LLMs for Cybersecurity","Fine-tuning Large Language Models for DGA and DNS Exfiltration Detection","arXiv","https://arxiv.org/pdf/2410.21723"
"Fine-tuned Domain LLMs for Cybersecurity","AttackQA: Development and Adoption of a Dataset for Assisting Cybersecurity Operations using Fine-tuned and Open-Source LLMs","arXiv","https://arxiv.org/pdf/2411.01073"
"Fine-tuned Domain LLMs for Cybersecurity","Hackphyr: A Local Fine-Tuned LLM Agent for Network Security Environments","arXiv","https://arxiv.org/pdf/2409.11276"
"Fine-tuned Domain LLMs for Cybersecurity","CyberPal.AI: Empowering LLMs with Expert-Driven Cybersecurity Instructions","arXiv","https://arxiv.org/pdf/2408.09304"
"Fine-tuned Domain LLMs for Cybersecurity","IoT-LM: Large Multisensory Language Models for the Internet of Things","arXiv","https://arxiv.org/pdf/2407.09801"
"Fine-tuned Domain LLMs for Cybersecurity","A Comprehensive Evaluation of Parameter-Efficient Fine-Tuning on Automated Program Repair","arXiv","https://arxiv.org/pdf/2406.05639"
"Fine-tuned Domain LLMs for Cybersecurity","Security Vulnerability Detection with Multitask Self-Instructed Fine-Tuning of Large Language Models","arXiv","https://arxiv.org/pdf/2406.05892"
"Fine-tuned Domain LLMs for Cybersecurity","Transforming Computer Security and Public Trust Through the Exploration of Fine-Tuning Large Language Models","arXiv","https://arxiv.org/pdf/2406.00628"
"Fine-tuned Domain LLMs for Cybersecurity","Assessing LLMs in Malicious Code Deobfuscation of Real-world Malware Campaigns","arXiv","https://arxiv.org/pdf/2404.19715"
"Fine-tuned Domain LLMs for Cybersecurity","Nova+: Generative Language Models for Binaries","arXiv","https://arxiv.org/abs/2311.13721"
"Fine-tuned Domain LLMs for Cybersecurity","Instruction Tuning for Secure Code Generation","ICML","https://arxiv.org/abs/2402.09497"
"Fine-tuned Domain LLMs for Cybersecurity","Efficient Avoidance of Vulnerabilities in Auto-completed Smart Contract Code Using Vulnerability-constrained Decoding","ISSRE","https://arxiv.org/abs/2309.09826"
"Fine-tuned Domain LLMs for Cybersecurity","RepairLLaMA: Efficient Representations and Fine-Tuned Adapters for Program Repair","arXiv","https://arxiv.org/abs/2312.15698"
"Fine-tuned Domain LLMs for Cybersecurity","Finetuning Large Language Models for Vulnerability Detection","arXiv","https://arxiv.org/abs/2401.17010"
"Fine-tuned Domain LLMs for Cybersecurity","Large Language Models for Test-Free Fault Localization","ICSE","https://arxiv.org/abs/2310.01726"
"Fine-tuned Domain LLMs for Cybersecurity","Owl: A Large Language Model for IT Operations","ICLR","https://arxiv.org/abs/2309.09298"
"Fine-tuned Domain LLMs for Cybersecurity","SecureFalcon: The Next Cyber Reasoning System for Cyber Security","arXiv","https://arxiv.org/abs/2307.06616"
"Threat Intelligence","Minerva: Reinforcement Learning with Verifiable Rewards for Cyber Threat Intelligence LLMs","arxiv","https://arxiv.org/pdf/2602.00513"
"Threat Intelligence","Large Language Models for Explainable Threat Intelligence","arxiv","https://arxiv.org/pdf/2511.05406"
"Threat Intelligence","Security Logs to ATT&CK Insights: Leveraging LLMs for High-Level Threat Understanding and Cognitive Trait Inference","arxiv","https://arxiv.org/pdf/2510.20930"
"Threat Intelligence","CTIArena: Benchmarking LLM Knowledge and Reasoning Across Heterogeneous Cyber Threat Intelligence","arxiv","https://arxiv.org/pdf/2510.11974"
"Threat Intelligence","POLAR: Automating Cyber Threat Prioritization through LLM-Powered Assessment","arxiv","https://arxiv.org/pdf/2510.01552"
"Threat Intelligence","OntoLogX: Ontology-Guided Knowledge Graph Extraction from Cybersecurity Logs with Large Language Models","arxiv","https://arxiv.org/pdf/2510.01409"
"Threat Intelligence","Uncovering Vulnerabilities of LLM-Assisted Cyber Threat Intelligence","arxiv","https://arxiv.org/pdf/2509.23573"
"Threat Intelligence","DroidTTP: Mapping Android Applications with TTP for Cyber Threat Intelligence","arxiv","https://arxiv.org/pdf/2503.15866"
"Threat Intelligence","A Systematic Approach to Predict the Impact of Cybersecurity Vulnerabilities Using LLMs","arxiv","https://arxiv.org/pdf/2508.18439"
"Threat Intelligence","Enabling Transparent Cyber Threat Intelligence Combining Large Language Models and Domain Ontologies","arxiv","https://arxiv.org/pdf/2509.00081"
"Threat Intelligence","False Alarms, Real Damage: Adversarial Attacks Using LLM-based Models on Text-based Cyber Threat Intelligence Systems","arxiv","https://arxiv.org/pdf/2507.06252"
"Threat Intelligence","LRCTI: A Large Language Model-Based Framework for Multi-Step Evidence Retrieval and Reasoning in Cyber Threat Intelligence Credibility Verification","arxiv","https://arxiv.org/pdf/2507.11310"
"Threat Intelligence","Towards Effective Identification of Attack Techniques in Cyber Threat Intelligence Reports using Large Language Models","arxiv","https://arxiv.org/pdf/2505.03147"
"Threat Intelligence","Can We Enhance Bug Report Quality Using LLMs?: An Empirical Study of LLM-Based Bug Report Generation","arxiv","https://arxiv.org/pdf/2504.18804"
"Threat Intelligence","MaLAware: Automating the Comprehension of Malicious Software Behaviours using Large Language Models (LLMs)","arxiv","https://arxiv.org/pdf/2504.01145"
"Threat Intelligence","LLM-Assisted Proactive Threat Intelligence for Automated Reasoning","arxiv","https://arxiv.org/pdf/2504.00428"
"Threat Intelligence","Large Language Models are Unreliable for Cyber Threat Intelligence","arxiv","https://arxiv.org/pdf/2503.23175"
"Threat Intelligence","Cyber Defense Reinvented: Large Language Models as Threat Intelligence Copilots","arXiv","https://arxiv.org/abs/2502.20791"
"Threat Intelligence","Labeling NIDS Rules with MITRE ATT&CK Techniques: Machine Learning vs. Large Language Models","arXiv","https://arxiv.org/pdf/2412.10978"
"Threat Intelligence","CTINEXUS: Leveraging Optimized LLM In-Context Learning for Constructing Cybersecurity Knowledge Graphs Under Data Scarcity","arXiv","https://arxiv.org/pdf/2410.21060"
"Threat Intelligence","AI-Driven Cyber Threat Intelligence Automation","arXiv","https://arxiv.org/pdf/2410.20287"
"Threat Intelligence","Cyber Knowledge Completion Using Large Language Models","arXiv","https://arxiv.org/pdf/2409.16176"
"Threat Intelligence","Evaluating the Usability of LLMs in Threat Intelligence Enrichment","arXiv","https://arxiv.org/pdf/2409.15072"
"Threat Intelligence","KGV: Integrating Large Language Models with Knowledge Graphs for Cyber Threat Intelligence Credibility Assessment","arXiv","https://arxiv.org/pdf/2408.08088"
"Threat Intelligence","Usefulness of data flow diagrams and large language models for security threat validation: a registered report","arXiv","https://arxiv.org/pdf/2408.07537"
"Threat Intelligence","A RAG-Based Question-Answering Solution for Cyber-Attack Investigation and Attribution","arXiv","https://arxiv.org/pdf/2408.06272"
"Threat Intelligence","The Use of Large Language Models (LLM) for Cyber Threat Intelligence (CTI) in Cybercrime Forums","arXiv","https://arxiv.org/pdf/2408.03354"
"Threat Intelligence","Psychological Profiling in Cybersecurity: A Look at LLMs and Psycholinguistic Features","arXiv","https://arxiv.org/pdf/2406.18783"
"Threat Intelligence","Using LLMs to Automate Threat Intelligence Analysis Workflows in Security Operation Centers","arXiv","https://arxiv.org/pdf/2407.13093"
"Threat Intelligence","LLMCloudHunter: Harnessing LLMs for Automated Extraction of Detection Rules from Cloud-Based CTI","arXiv","https://arxiv.org/pdf/2407.05194"
"Threat Intelligence","Actionable Cyber Threat Intelligence using Knowledge Graphs and Large Language Models","arXiv","https://arxiv.org/pdf/2407.02528"
"Threat Intelligence","AttacKG+:Boosting Attack Knowledge Graph Construction with Large Language Models","EuroS&P Workshop","https://arxiv.org/pdf/2405.04753"
"Threat Intelligence","SEvenLLM: Benchmarking, Eliciting, and Enhancing Abilities of Large Language Models in Cyber Threat Intelligence","arXiv","https://arxiv.org/pdf/2405.03446"
"Threat Intelligence","Crimson: Empowering Strategic Reasoning in Cybersecurity through Large Language Models","arXiv","https://arxiv.org/abs/2403.00878"
"Threat Intelligence","Evaluation of LLM Chatbots for OSINT-based Cyber Threat Awareness","Expert Syst. Appl.","https://arxiv.org/abs/2401.15127"
"Threat Intelligence","LOCALINTEL: Generating Organizational Threat Intelligence from Global and Local Cyber Knowledge","arXiv","https://arxiv.org/abs/2401.10036"
"Threat Intelligence","Advancing TTP Analysis: Harnessing the Power of Encoder-Only and Decoder-Only Language Models with Retrieval Augmented Generation","arXiv","https://arxiv.org/abs/2401.00280"
"Threat Intelligence","ChatGPT, Llama, can you write my report? An experiment on assisted digital forensics reports written using (Local) Large Language Models","Forensic Sci. Int. Digit. Investig.","https://arxiv.org/abs/2312.14607"
"Threat Intelligence","HW-V2W-Map: Hardware Vulnerability to Weakness Mapping Framework for Root Cause Analysis with GPT-assisted Mitigation Suggestion","arXiv","https://arxiv.org/abs/2312.13530"
"Threat Intelligence","AGIR: Automating Cyber Threat Intelligence Reporting with Natural Language Generation","BigData","https://ieeexplore.ieee.org/abstract/document/10386116"
"Threat Intelligence","Cyber Sentinel: Exploring Conversational Agents in Streamlining Security Tasks with GPT-4","arXiv","https://arxiv.org/abs/2309.16422"
"Threat Intelligence","Cupid: Leveraging ChatGPT for More Accurate Duplicate Bug Report Detection","arXiv","https://arxiv.org/abs/2308.10022"
"Threat Intelligence","On the Uses of Large Language Models to Interpret Ambiguous Cyberattack Descriptions","arXiv","https://arxiv.org/abs/2306.14062"
"Threat Intelligence","An Empirical Study on Using Large Language Models to Analyze Software Supply Chain Security Failures","Proceedings of the 2023 Workshop on Software Supply Chain Offensive Research and Ecosystem Defenses","https://arxiv.org/abs/2308.04898"
"Threat Intelligence","Time for aCTIon: Automated Analysis of Cyber Threat Intelligence in the Wild","arXiv","https://arxiv.org/abs/2307.10214"
"FUZZ","LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Models","arxiv","https://arxiv.org/pdf/2510.10179"
"FUZZ","All You Need Is A Fuzzing Brain: An LLM-Powered System for Automated Vulnerability Detection and Patching","arxiv","https://arxiv.org/pdf/2509.07225"
"FUZZ","LLM-Assisted Model-Based Fuzzing of Protocol Implementations","arxiv","https://arxiv.org/pdf/2508.01750"
"FUZZ","Fuzzing: Randomness? Reasoning! Efficient Directed Fuzzing via Large Language Models","arxiv","https://arxiv.org/pdf/2507.22065"
"FUZZ","Directed Greybox Fuzzing via Large Language Model","arxiv","https://arxiv.org/pdf/2505.03425"
"FUZZ","ToolFuzz -- Automated Agent Tool Testing","arxiv","https://arxiv.org/pdf/2503.04479"
"FUZZ","Towards Reliable LLM-Driven Fuzz Testing: Vision and Road Ahead","arxiv","https://arxiv.org/pdf/2503.00795"
"FUZZ","Your Fix Is My Exploit: Enabling Comprehensive DL Library API Fuzzing with Large Language Models","arXiv","https://arxiv.org/pdf/2501.04312"
"FUZZ","Large Language Model assisted Hybrid Fuzzing","arXiv","https://arxiv.org/pdf/2412.15931"
"FUZZ","Harnessing Large Language Models for Seed Generation in Greybox Fuzzing","arXiv","https://arxiv.org/pdf/2411.18143"
"FUZZ","ChatHTTPFuzz: Large Language Model-Assisted IoT HTTP Fuzzing","arXiv","https://arxiv.org/pdf/2411.11929"
"FUZZ","AutoSafeCoder: A Multi-Agent Framework for Securing LLM Code Generation through Static Analysis and Fuzz Testing","arXiv","https://arxiv.org/pdf/2409.10737"
"FUZZ","FuzzCoder: Byte-level Fuzzing Test via Large Language Model","arXiv","https://arxiv.org/pdf/2409.01944"
"FUZZ","An Exploratory Study on Using Large Language Models for Mutation Testing","arXiv","https://arxiv.org/pdf/2406.09843"
"FUZZ","When Fuzzing Meets LLMs: Challenges and Opportunities","ACM International Conference on the Foundations of Software Engineering","https://arxiv.org/pdf/2404.16297"
"FUZZ","Fuzzing BusyBox: Leveraging LLM and Crash Reuse for Embedded Bug Unearthing","USENIX","https://arxiv.org/abs/2403.03897"
"FUZZ","Large language model guided protocol fuzzing","NDSS","https://www.ndss-symposium.org/wp-content/uploads/2024-556-paper.pdf?ref=blog.exploits.club"
"FUZZ","Fuzz4All: Universal Fuzzing with Large Language Models","ICSE","https://arxiv.org/abs/2308.04748"
"FUZZ","How well does LLM generate security tests?","arXiv","https://arxiv.org/abs/2310.00710"
"FUZZ","CODAMOSA: Escaping Coverage Plateaus in Test Generation with Pre-trained Large Language Models","ICSE","https://ieeexplore.ieee.org/document/10172800/"
"FUZZ","Understanding Large Language Model Based Fuzz Driver Generation","arXiv","https://arxiv.org/abs/2307.12469"
"FUZZ","Large Language Models Are Zero-Shot Fuzzers: Fuzzing Deep-Learning Libraries via Large Language Models","ISSTA","https://arxiv.org/abs/2212.14834"
"FUZZ","Augmenting Greybox Fuzzing with Generative AI","arXiv","https://arxiv.org/abs/2306.06782"
"FUZZ","Large Language Models are Edge-Case Fuzzers: Testing Deep Learning Libraries via FuzzGPT","arXiv","https://arxiv.org/abs/2304.02014"
"Vulnerability Detection","An Outside-In Replication of Project Glasswing: Mythos Research Edition ??? a sink-guided, agentic pipeline for defensive vulnerability discovery with a general-purpose frontier model","Research Report","https://doi.org/10.5281/zenodo.19727857"
"Vulnerability Detection","LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet?","arxiv","https://arxiv.org/pdf/2510.14700"
"Vulnerability Detection","Synergizing Static Analysis with Large Language Models for Vulnerability Discovery and beyond","arxiv","https://arxiv.org/pdf/2509.15433"
"Vulnerability Detection","SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks","arxiv","https://arxiv.org/pdf/2506.11791"
"Vulnerability Detection","Large Language Models Versus Static Code Analysis Tools: A Systematic Benchmark for Vulnerability Detection","arxiv","https://arxiv.org/pdf/2508.04448"
"Vulnerability Detection","A Systematic Literature Review on Detecting Software Vulnerabilities with Large Language Models","arxiv","https://arxiv.org/pdf/2507.22659"
"Vulnerability Detection","Out of Distribution, Out of Luck: How Well Can LLMs Trained on Vulnerability Datasets Detect Top 25 CWE Weaknesses?","arxiv","https://arxiv.org/pdf/2507.21817"
"Vulnerability Detection","LLMxCPG: Context-Aware Vulnerability Detection Through Code Property Graph-Guided Large Language Models","USENIX","https://arxiv.org/abs/2507.16585"
"Vulnerability Detection","Revisiting Pre-trained Language Models for Vulnerability Detection","arxiv","https://arxiv.org/pdf/2507.16887"
"Vulnerability Detection","MalCodeAI: Autonomous Vulnerability Detection and Remediation via Language Agnostic Code Reasoning","arxiv","https://arxiv.org/pdf/2507.10898"
"Vulnerability Detection","Identifying Helpful Context for LLM-based Vulnerability Repair: A Preliminary Study","arxiv","https://arxiv.org/pdf/2506.11561"
"Vulnerability Detection","VulStamp: Vulnerability Assessment using Large Language Model","arxiv","https://arxiv.org/pdf/2506.11484"
"Vulnerability Detection","Large Language Models for Multilingual Vulnerability Detection: How Far Are We?","arxiv","https://arxiv.org/pdf/2506.07503"
"Vulnerability Detection","Boosting Vulnerability Detection of LLMs via Curriculum Preference Optimization with Synthetic Reasoning Data","arxiv","https://arxiv.org/pdf/2506.07390"
"Vulnerability Detection","Let the Trial Begin: A Mock-Court Approach to Vulnerability Detection using LLM-Based Agents","arxiv","https://arxiv.org/pdf/2505.10961"
"Vulnerability Detection","A Preliminary Study of Large Language Models for Multilingual Vulnerability Detection","arxiv","https://arxiv.org/pdf/2505.07376"
"Vulnerability Detection","Enhancing Large Language Models with Faster Code Preprocessing for Vulnerability Detection","arxiv","https://arxiv.org/pdf/2505.05600"
"Vulnerability Detection","LASHED: LLMs And Static Hardware Analysis for Early Detection of RTL Bugs","arxiv","https://arxiv.org/pdf/2504.21770"
"Vulnerability Detection","LLMpatronous: Harnessing the Power of LLMs For Vulnerability Detection","arxiv","https://arxiv.org/pdf/2504.18423"
"Vulnerability Detection","Context-Enhanced Vulnerability Detection Based on Large Language Model","arxiv","https://arxiv.org/pdf/2504.16877"
"Vulnerability Detection","Automated Static Vulnerability Detection via a Holistic Neuro-symbolic Approach","arxiv","https://arxiv.org/pdf/2504.16057"
"Vulnerability Detection","Everything You Wanted to Know About LLM-based Vulnerability Detection But Were Afraid to Ask","arxiv","https://arxiv.org/pdf/2504.13474"
"Vulnerability Detection","MOS: Towards Effective Smart Contract Vulnerability Detection through Mixture-of-Experts Tuning of Large Language Models","arxiv","https://arxiv.org/pdf/2504.12234"
"Vulnerability Detection","Malware analysis assisted by AI with R2AI","arxiv","https://arxiv.org/pdf/2504.07574"
"Vulnerability Detection","Large Language Model (LLM) for Software Security: Code Analysis, Malware Analysis, Reverse Engineering","arxiv","https://arxiv.org/pdf/2504.07137"
"Vulnerability Detection","Reasoning with LLMs for Zero-Shot Vulnerability Detection","arxiv","https://arxiv.org/pdf/2503.17885"
"Vulnerability Detection","Vulnerability Detection: From Formal Verification to Large Language Models and Hybrid Approaches: A Comprehensive Overview","arxiv","https://arxiv.org/pdf/2503.10784"
"Vulnerability Detection","CASTLE: Benchmarking Dataset for Static Code Analyzers and LLMs towards CWE Detection","arxiv","https://arxiv.org/pdf/2503.09433"
"Vulnerability Detection","Benchmarking Large Language Models for Multi-Language Software Vulnerability Detection","arxiv","https://arxiv.org/pdf/2503.01449"
"Vulnerability Detection","CVE-LLM : Ontology-Assisted Automatic Vulnerability Evaluation Using Large Language Models","arXiv","https://arxiv.org/pdf/2502.15932"
"Vulnerability Detection","Large Language Models in Software Security: A Survey of Vulnerability Detection Techniques and Insights","arXiv","https://arxiv.org/pdf/2502.07049"
"Vulnerability Detection","Large Language Models for In-File Vulnerability Localization Can Be ""Lost in the End""","arXiv","https://arxiv.org/pdf/2502.06898"
"Vulnerability Detection","Streamlining Security Vulnerability Triage with Large Language Models","arXiv","https://arxiv.org/pdf/2501.18908"
"Vulnerability Detection","Evaluating Large Language Models in Vulnerability Detection Under Variable Context Windows","arXiv","https://arxiv.org/pdf/2502.00064"
"Vulnerability Detection","Helping LLMs Improve Code Generation Using Feedback from Testing and Static Analysis","arXiv","https://arxiv.org/pdf/2412.14841"
"Vulnerability Detection","CGP-Tuning: Structure-Aware Soft Prompt Tuning for Code Vulnerability Detection","arXiv","https://arxiv.org/pdf/2501.04510"
"Vulnerability Detection","Leveraging Large Language Models and Machine Learning for Smart Contract Vulnerability Detection","arXiv","https://arxiv.org/pdf/2501.02229"
"Vulnerability Detection","Investigating Large Language Models for Code Vulnerability Detection: An Experimental Study","arXiv","https://arxiv.org/pdf/2412.18260"
"Vulnerability Detection","Can LLM Prompting Serve as a Proxy for Static Analysis in Vulnerability Detection","arXiv","https://arxiv.org/pdf/2412.12039"
"Vulnerability Detection","ChatNVD: Advancing Cybersecurity Vulnerability Assessment with Large Language Models","arXiv","https://arxiv.org/pdf/2412.04756"
"Vulnerability Detection","CleanVul: Automatic Function-Level Vulnerability Detection in Code Commits Using LLM Heuristics","arXiv","https://arxiv.org/pdf/2411.17274"
"Vulnerability Detection","EnStack: An Ensemble Stacking Framework of Large Language Models for Enhanced Vulnerability Detection in Source Code","arXiv","https://arxiv.org/pdf/2411.16561"
